Load	Tipo de Veículo	Tipo Transporte	 Valor do Frete 
653090	Truck	Convencional	 R$ 4.545,00 
885370	Truck	Convencional	 R$ 5.079,00 
496319	Truck	Convencional	 R$ 5.308,00 
891870	Truck	Convencional	 R$ 4.513,00 
878736	Truck	Convencional	 R$ 5.118,00 
751617	Truck	Convencional	 R$ 4.970,40 
809254	Truck	Convencional	 R$ 5.860,00 
287398	Truck	Convencional	 R$ 5.478,00 
677125	Truck	Convencional	 R$ 3.453,00 
489619	Truck	Convencional	 R$ 3.691,00 
417222	Truck	Convencional	 R$ 6.514,80 
848865	Truck	Convencional	 R$ 5.099,00 
717200	Truck	Convencional	 R$ 3.120,00 
520308	Truck	Convencional	 R$ 7.197,60 
522058	Truck	Convencional	 R$ 6.573,60 
429296	Truck	Convencional	 R$ 6.032,40 
696589	Truck	Convencional	 R$ 4.664,40 
358240	Truck	Convencional	 R$ 4.650,00 
201343	Truck	Convencional	 R$ 4.558,00 
861613	Truck	Convencional	 R$ 5.645,00 
384440	Truck	Convencional	 R$ 4.173,00 
176640	Truck	Convencional	 R$ 4.295,00 
610867	Truck	Convencional	 R$ 5.644,80 
497793	Truck	Convencional	 R$ 4.261,00 
476187	Truck	Convencional	 R$ 4.437,00 
309744	Truck	Convencional	 R$ 3.234,00 
684247	Truck	Convencional	 R$ 4.048,00 
144910	Truck	Convencional	 R$ 3.157,00 
832303	Truck	Convencional	 R$ 6.141,60 
455888	Truck	Convencional	 R$ 6.878,40 
925595	Truck	Convencional	 R$ 4.578,00 
346538	Truck	Convencional	 R$ 7.050,00 
288547	Truck	Convencional	 R$ 4.429,00 
125821	Truck	Convencional	 R$ 4.357,20 
457715	Truck	Convencional	 R$ 3.720,00 
137533	Truck	Convencional	 R$ 3.164,00 
493877	Truck	Convencional	 R$ 3.767,00 
182246	Truck	Convencional	 R$ 3.498,00 
653326	Truck	Convencional	 R$ 3.997,00 
424816	Truck	Convencional	 R$ 5.966,40 
982073	Truck	Convencional	 R$ 3.928,00 
837723	Truck	Convencional	 R$ 5.026,00 
324264	Truck	Convencional	 R$ 3.924,00 
311302	Truck	Convencional	 R$ 4.181,00 
779732	Truck	Convencional	 R$ 4.333,20 
548907	Truck	Convencional	 R$ 5.507,00 
970620	Truck	Convencional	 R$ 5.265,60 
875290	Truck	Convencional	 R$ 5.559,00 
885291	Truck	Convencional	 R$ 3.289,00 
258313	Truck	Convencional	 R$ 5.210,00 
558230	Truck	Convencional	 R$ 3.027,00 
915553	Truck	Convencional	 R$ 7.190,40 
657877	Truck	Convencional	 R$ 3.728,40 
829659	Truck	Convencional	 R$ 4.480,00 
398105	Truck	Convencional	 R$ 5.648,00 
980978	Truck	Convencional	 R$ 4.041,00 
971362	Truck	Convencional	 R$ 5.178,00 
829335	Truck	Convencional	 R$ 4.375,20 
887112	Truck	Convencional	 R$ 3.083,00 
514675	Truck	Convencional	 R$ 6.080,40 
433920	Truck	Convencional	 R$ 4.722,00 
184530	Truck	Convencional	 R$ 3.618,00 
469260	Truck	Convencional	 R$ 6.398,40 
704341	Truck	Convencional	 R$ 5.852,00 
911555	Truck	Convencional	 R$ 4.812,00 
445760	Truck	Convencional	 R$ 4.231,20 
432574	Truck	Convencional	 R$ 5.866,00 
899064	Truck	Convencional	 R$ 3.360,00 
294435	Truck	Convencional	 R$ 5.167,00 
902480	Truck	Convencional	 R$ 6.118,80 
542983	Truck	Convencional	 R$ 4.216,00 
191068	Truck	Convencional	 R$ 3.958,00 
575783	Truck	Convencional	 R$ 4.578,00 
666262	Truck	Convencional	 R$ 3.152,00 
825633	Truck	Convencional	 R$ 4.346,00 
387132	Truck	Convencional	 R$ 4.531,20 
393053	Truck	Convencional	 R$ 5.545,20 
256152	Truck	Convencional	 R$ 7.070,40 
857227	Truck	Convencional	 R$ 7.058,40 
655876	Truck	Convencional	 R$ 3.222,00 
897468	Truck	Convencional	 R$ 4.110,00 
973717	Truck	Convencional	 R$ 5.213,00 
342610	Truck	Convencional	 R$ 5.062,00 
375361	Truck	Convencional	 R$ 4.482,00 
937665	Truck	Convencional	 R$ 4.423,20 
897338	Truck	Convencional	 R$ 3.031,00 
445975	Truck	Convencional	 R$ 3.108,00 
503320	Truck	Convencional	 R$ 3.977,00 
419055	Truck	Convencional	 R$ 4.585,00 
254044	Truck	Convencional	 R$ 5.727,60 
190840	Truck	Convencional	 R$ 4.484,00 
457246	Truck	Convencional	 R$ 5.944,00 
942551	Truck	Convencional	 R$ 5.004,00 
458654	Truck	Convencional	 R$ 4.524,00 
943785	Truck	Convencional	 R$ 6.322,80 
257459	Truck	Convencional	 R$ 6.873,60 
600166	Truck	Convencional	 R$ 5.578,00 
794143	Truck	Convencional	 R$ 4.861,00 
471449	Truck	Convencional	 R$ 3.574,00 
841123	Truck	Convencional	 R$ 4.606,00 
166868	Truck	Convencional	 R$ 5.037,00 
724451	Truck	Convencional	 R$ 3.261,00 
906847	Truck	Convencional	 R$ 5.184,00 
981443	Truck	Convencional	 R$ 3.192,00 
678276	Truck	Convencional	 R$ 6.561,60 
512932	Truck	Convencional	 R$ 3.766,00 
297828	Truck	Convencional	 R$ 4.490,00 
450970	Truck	Convencional	 R$ 3.727,20 
762558	Truck	Convencional	 R$ 3.469,00 
279907	Truck	Convencional	 R$ 4.125,00 
720236	Truck	Convencional	 R$ 6.960,00 
725051	Truck	Convencional	 R$ 4.802,00 
742993	Truck	Convencional	 R$ 6.954,00 
368192	Truck	Convencional	 R$ 4.714,00 
642321	Truck	Convencional	 R$ 5.680,00 
315928	Truck	Convencional	 R$ 5.176,00 
561650	Truck	Convencional	 R$ 4.484,40 
453893	Truck	Convencional	 R$ 3.411,00 
778243	Truck	Convencional	 R$ 3.059,00 
294043	Truck	Convencional	 R$ 5.491,20 
647442	Truck	Convencional	 R$ 5.919,00 
917777	Truck	Convencional	 R$ 3.878,00 
245852	Truck	Convencional	 R$ 5.453,00 
450848	Truck	Convencional	 R$ 3.942,00 
474761	Truck	Convencional	 R$ 5.404,00 
970043	Truck	Convencional	 R$ 5.262,00 
842855	Truck	Convencional	 R$ 4.524,00 
626140	Truck	Convencional	 R$ 3.080,00 
310894	Truck	Convencional	 R$ 3.778,00 
935521	Truck	Convencional	 R$ 4.094,40 
330463	Truck	Convencional	 R$ 4.519,20 
396800	Truck	Convencional	 R$ 3.879,00 
653470	Truck	Convencional	 R$ 3.754,00 
552123	Truck	Convencional	 R$ 3.210,00 
740403	Truck	Convencional	 R$ 3.247,00 
268189	Truck	Convencional	 R$ 3.902,00 
901391	Truck	Convencional	 R$ 5.839,00 
220092	Truck	Convencional	 R$ 4.687,20 
939832	Truck	Convencional	 R$ 3.543,00 
572354	Truck	Convencional	 R$ 4.972,00 
442018	Truck	Convencional	 R$ 5.689,00 
418887	Truck	Convencional	 R$ 3.197,00 
997096	Truck	Convencional	 R$ 4.646,00 
696240	Truck	Convencional	 R$ 5.284,00 
243699	Truck	Convencional	 R$ 6.276,00 
688845	Truck	Convencional	 R$ 3.075,00 
790329	Truck	Convencional	 R$ 4.486,80 
958290	Truck	Convencional	 R$ 4.489,00 
204587	Truck	Convencional	 R$ 5.737,20 
266396	Truck	Convencional	 R$ 5.469,00 
406554	Truck	Convencional	 R$ 4.700,40 
704470	Truck	Convencional	 R$ 5.287,00 
971111	Truck	Convencional	 R$ 3.601,20 
890973	Truck	Convencional	 R$ 3.676,80 
735647	Truck	Convencional	 R$ 6.313,20 
666980	Truck	Convencional	 R$ 3.751,20 
303763	Truck	Convencional	 R$ 5.819,00 
453478	Truck	Convencional	 R$ 4.379,00 
742796	Truck	Convencional	 R$ 6.649,20 
374468	Truck	Convencional	 R$ 3.490,00 
594938	Truck	Convencional	 R$ 6.350,40 
986762	Truck	Convencional	 R$ 4.807,00 
911077	Truck	Convencional	 R$ 4.003,00 
343066	Truck	Convencional	 R$ 4.828,00 
965336	Truck	Convencional	 R$ 4.706,00 
820596	Truck	Convencional	 R$ 4.830,00 
419224	Truck	Convencional	 R$ 5.295,00 
229392	Truck	Convencional	 R$ 4.436,00 
701270	Truck	Convencional	 R$ 4.834,00 
784733	Truck	Convencional	 R$ 4.606,00 
864868	Truck	Convencional	 R$ 3.993,60 
171527	Truck	Convencional	 R$ 5.851,20 
812554	Truck	Convencional	 R$ 3.196,00 
759624	Truck	Convencional	 R$ 3.661,20 
321676	Truck	Convencional	 R$ 3.814,00 
811299	Truck	Convencional	 R$ 3.644,00 
273809	Truck	Convencional	 R$ 4.284,00 
219690	Truck	Convencional	 R$ 5.126,00 
159824	Truck	Convencional	 R$ 4.848,00 
816266	Truck	Urgente	 R$ 7.512,70 
653857	Truck	Urgente	 R$ 6.215,30 
585441	Truck	Urgente	 R$ 6.986,20 
873424	Truck	Urgente	 R$ 6.435,00 
699259	Truck	Urgente	 R$ 4.750,20 
609860	Truck	Urgente	 R$ 7.779,20 
927673	Truck	Urgente	 R$ 8.974,68 
581513	Truck	Urgente	 R$ 5.458,70 
279957	Truck	Urgente	 R$ 6.971,64 
874827	Truck	Urgente	 R$ 7.436,52 
760807	Truck	Urgente	 R$ 7.101,90 
868122	Truck	Urgente	 R$ 5.998,20 
619115	Truck	Urgente	 R$ 5.227,30 
735489	Truck	Urgente	 R$ 5.952,96 
701806	Truck	Urgente	 R$ 4.214,60 
846999	Truck	Urgente	 R$ 6.558,50 
828147	Truck	Urgente	 R$ 5.514,60 
690225	Truck	Urgente	 R$ 5.834,40 
202628	Truck	Urgente	 R$ 5.526,30 
295573	Truck	Urgente	 R$ 5.460,00 
790902	Truck	Urgente	 R$ 6.197,10 
245893	Truck	Urgente	 R$ 6.916,00 
597580	Truck	Urgente	 R$ 5.151,90 
891595	Truck	Urgente	 R$ 5.543,20 
385198	Truck	Urgente	 R$ 5.874,70 
651375	Truck	Urgente	 R$ 7.468,50 
150735	Truck	Urgente	 R$ 9.266,40 
925444	Truck	Urgente	 R$ 6.411,60 
710740	Truck	Urgente	 R$ 8.459,88 
426318	Truck	Urgente	 R$ 6.548,88 
547575	Truck	Urgente	 R$ 6.921,72 
642810	Truck	Urgente	 R$ 5.609,76 
175694	Truck	Urgente	 R$ 5.382,00 
177336	Truck	Urgente	 R$ 7.673,90 
436218	Truck	Urgente	 R$ 5.187,00 
975855	Truck	Urgente	 R$ 5.350,80 
698187	Truck	Urgente	 R$ 6.203,60 
228553	Truck	Urgente	 R$ 6.918,60 
597309	Truck	Urgente	 R$ 6.349,20 
342710	Truck	Urgente	 R$ 9.271,08 
307585	Truck	Urgente	 R$ 6.026,28 
668067	Truck	Urgente	 R$ 5.411,90 
672624	Truck	Urgente	 R$ 8.196,24 
923629	Truck	Urgente	 R$ 7.085,00 
544292	Truck	Urgente	 R$ 4.418,70 
494600	Truck	Urgente	 R$ 5.283,72 
987128	Truck	Urgente	 R$ 5.077,80 
694413	Truck	Urgente	 R$ 6.155,76 
335428	Truck	Urgente	 R$ 7.132,32 
895769	Truck	Urgente	 R$ 5.491,20 
815981	Truck	Urgente	 R$ 4.862,00 
700312	Truck	Urgente	 R$ 6.406,40 
821468	Truck	Urgente	 R$ 4.535,70 
717928	Truck	Urgente	 R$ 4.782,96 
397614	Truck	Urgente	 R$ 4.083,30 
397742	Truck	Urgente	 R$ 6.296,16 
464260	Truck	Urgente	 R$ 7.322,64 
639366	Truck	Urgente	 R$ 8.849,88 
647715	Truck	Urgente	 R$ 5.531,50 
504088	Truck	Urgente	 R$ 6.301,10 
927009	Truck	Urgente	 R$ 5.505,50 
544745	Truck	Urgente	 R$ 7.775,04 
519015	Truck	Urgente	 R$ 7.754,50 
588725	Truck	Urgente	 R$ 8.707,92 
801607	Truck	Urgente	 R$ 5.999,76 
124699	Truck	Urgente	 R$ 6.258,72 
797723	Truck	Urgente	 R$ 4.733,30 
210251	Truck	Urgente	 R$ 5.922,80 
659236	Truck	Urgente	 R$ 3.931,20 
363607	Truck	Urgente	 R$ 5.589,48 
493450	Truck	Urgente	 R$ 4.364,10 
762279	Truck	Urgente	 R$ 6.667,70 
514853	Truck	Urgente	 R$ 4.178,20 
474005	Truck	Urgente	 R$ 5.614,70 
263530	Truck	Urgente	 R$ 5.291,52 
484652	Truck	Urgente	 R$ 5.879,90 
596047	Truck	Urgente	 R$ 5.054,40 
280705	Truck	Urgente	 R$ 4.434,30 
449716	Truck	Urgente	 R$ 9.157,20 
195157	Truck	Urgente	 R$ 8.300,76 
497919	Truck	Urgente	 R$ 8.018,40 
235076	Truck	Urgente	 R$ 7.428,72 
230503	Truck	Urgente	 R$ 5.016,96 
343114	Truck	Urgente	 R$ 6.430,32 
461620	Truck	Urgente	 R$ 6.899,88 
571508	Truck	Urgente	 R$ 6.009,90 
788734	Truck	Urgente	 R$ 7.003,10 
297139	Truck	Urgente	 R$ 6.906,90 
180022	Truck	Urgente	 R$ 6.510,40 
838691	Truck	Urgente	 R$ 7.350,20 
829266	Truck	Urgente	 R$ 6.251,70 
491660	Truck	Urgente	 R$ 6.377,28 
134732	Truck	Urgente	 R$ 5.614,70 
113267	Truck	Urgente	 R$ 4.806,36 
532132	Truck	Urgente	 R$ 7.829,64 
429712	Truck	Urgente	 R$ 4.312,10 
493304	Truck	Urgente	 R$ 7.759,70 
442592	Truck	Urgente	 R$ 9.253,92 
646217	Truck	Urgente	 R$ 7.169,50 
845467	Truck	Urgente	 R$ 5.597,80 
947560	Truck	Urgente	 R$ 5.210,40 
888814	Truck	Urgente	 R$ 9.113,52 
413494	Truck	Urgente	 R$ 5.179,20 
174686	Truck	Urgente	 R$ 4.958,20 
617519	Truck	Urgente	 R$ 5.536,70 
770674	Truck	Urgente	 R$ 9.037,08 
115067	Truck	Urgente	 R$ 4.934,28 
212073	Truck	Urgente	 R$ 5.733,00 
978115	Truck	Urgente	 R$ 6.416,80 
772154	Truck	Urgente	 R$ 5.472,48 
780797	Truck	Urgente	 R$ 4.009,20 
240235	Truck	Urgente	 R$ 4.479,80 
511072	Truck	Urgente	 R$ 6.834,36 
976467	Truck	Urgente	 R$ 8.743,80 
679409	Truck	Urgente	 R$ 7.230,60 
245700	Truck	Urgente	 R$ 5.330,00 
621569	Truck	Urgente	 R$ 7.870,20 
917688	Truck	Urgente	 R$ 7.186,92 
577002	Truck	Urgente	 R$ 5.944,90 
329618	Truck	Urgente	 R$ 7.095,40 
715366	Truck	Urgente	 R$ 4.162,60 
848421	Truck	Urgente	 R$ 7.392,84 
197835	Truck	Urgente	 R$ 7.761,00 
384217	Truck	Urgente	 R$ 4.626,70 
140688	Truck	Urgente	 R$ 5.848,70 
854826	Truck	Urgente	 R$ 6.406,40 
174652	Truck	Urgente	 R$ 9.314,76 
373231	Truck	Urgente	 R$ 5.383,30 
933236	Truck	Urgente	 R$ 5.789,16 
864844	Truck	Urgente	 R$ 4.110,60 
416988	Truck	Urgente	 R$ 5.190,12 
501064	Truck	Urgente	 R$ 4.537,00 
504556	Truck	Urgente	 R$ 7.140,12 
892527	Truck	Urgente	 R$ 7.259,20 
678437	Truck	Urgente	 R$ 7.592,52 
858374	Truck	Urgente	 R$ 5.714,80 
534405	Truck	Urgente	 R$ 5.366,40 
762687	Truck	Urgente	 R$ 4.928,30 
652621	Truck	Urgente	 R$ 6.252,48 
421635	Truck	Urgente	 R$ 7.549,10 
620524	Truck	Urgente	 R$ 5.137,60 
141891	Truck	Urgente	 R$ 5.596,50 
217032	Truck	Urgente	 R$ 5.532,80 
581802	Truck	Urgente	 R$ 4.832,10 
343987	Truck	Urgente	 R$ 5.301,40 
943889	Truck	Urgente	 R$ 5.896,80 
829767	Truck	Urgente	 R$ 4.880,20 
969437	Truck	Urgente	 R$ 3.919,50 
740675	Truck	Urgente	 R$ 5.422,30 
826792	Truck	Urgente	 R$ 4.949,10 
582621	Truck	Urgente	 R$ 9.099,48 
919414	Truck	Urgente	 R$ 6.347,64 
584092	Truck	Urgente	 R$ 5.177,90 
375453	Truck	Urgente	 R$ 6.711,12 
739126	Truck	Urgente	 R$ 7.120,10 
272373	Truck	Urgente	 R$ 7.052,50 
600868	Truck	Urgente	 R$ 4.227,60 
229614	Truck	Urgente	 R$ 6.636,50 
844870	Truck	Urgente	 R$ 6.254,30 
526719	Truck	Urgente	 R$ 7.079,80 
330577	Truck	Urgente	 R$ 7.748,52 
322739	Truck	Urgente	 R$ 7.342,40 
543349	Truck	Urgente	 R$ 4.231,50 
269756	Truck	Urgente	 R$ 7.360,60 
684513	Truck	Urgente	 R$ 4.681,30 
889161	Truck	Urgente	 R$ 7.146,36 
335389	Truck	Urgente	 R$ 6.861,40 
837138	Truck	Urgente	 R$ 8.902,92 
128363	Truck	Urgente	 R$ 9.102,60 
497790	Truck	Urgente	 R$ 4.706,52 
599374	Truck	Urgente	 R$ 4.139,20 
189707	Truck	Urgente	 R$ 7.333,56 
198419	Truck	Urgente	 R$ 4.993,56 
263794	Truck	Urgente	 R$ 7.029,10 
953567	Truck	Urgente	 R$ 6.230,90 
179686	Truck	Urgente	 R$ 4.639,70 
396367	Truck	Urgente	 R$ 4.066,40 
185991	Truck	Urgente	 R$ 7.014,80 
286537	Truck	Urgente	 R$ 9.147,84 
537222	Truck	Urgente	 R$ 5.950,10 
938947	Truck	Urgente	 R$ 7.729,80 
756079	Truck	Urgente	 R$ 9.316,32 
852838	Truck	Urgente	 R$ 6.301,10 
766569	Truck	Urgente	 R$ 4.339,40 
166066	Truck	Urgente	 R$ 5.713,50 
681496	Truck	Urgente	 R$ 9.052,68 
136925	Truck	Urgente	 R$ 6.809,40 
559340	Truck	Urgente	 R$ 6.754,80 
631146	Truck	Urgente	 R$ 5.070,00 
727883	Truck	Urgente	 R$ 4.762,68 
912925	Truck	Urgente	 R$ 8.512,92 
657111	Truck	Urgente	 R$ 6.766,50 
168871	Truck	Urgente	 R$ 5.477,16 
987400	Truck	Urgente	 R$ 6.007,30 
982692	Truck	Urgente	 R$ 7.338,24 
596812	Truck	Urgente	 R$ 5.707,00 
266202	Truck	Urgente	 R$ 3.953,30 
976633	Truck	Urgente	 R$ 7.632,30 
838116	Truck	Urgente	 R$ 5.760,30 
903887	Truck	Urgente	 R$ 6.029,40 
985655	Truck	Urgente	 R$ 7.216,30 
698117	Truck	Urgente	 R$ 8.542,56 
587766	Truck	Urgente	 R$ 6.190,08 
107463	Truck	Urgente	 R$ 5.809,70 
664053	Truck	Urgente	 R$ 7.562,88 
793500	Truck	Urgente	 R$ 7.486,70 
344556	Truck	Urgente	 R$ 5.834,40 
560309	Truck	Urgente	 R$ 8.927,88 
955884	Truck	Urgente	 R$ 6.286,80 
775022	Truck	Urgente	 R$ 7.034,04 
222163	Truck	Urgente	 R$ 5.882,76 
321032	Truck	Urgente	 R$ 4.184,70 
612970	Truck	Urgente	 R$ 6.670,30 
934003	Truck	Urgente	 R$ 5.167,50 
703700	Truck	Urgente	 R$ 5.392,92 
139531	Truck	Urgente	 R$ 7.341,10 
843577	Truck	Urgente	 R$ 6.725,16 
161066	Truck	Urgente	 R$ 4.703,40 
123187	Truck	Urgente	 R$ 6.558,50 
543672	Truck	Urgente	 R$ 5.243,16 
608517	Truck	Urgente	 R$ 8.238,36 
484242	Truck	Urgente	 R$ 8.224,32 
752347	Truck	Urgente	 R$ 6.458,40 
657615	Truck	Urgente	 R$ 5.901,48 
457443	Truck	Urgente	 R$ 5.870,80 
165222	Truck	Urgente	 R$ 6.437,60 
398594	Truck	Urgente	 R$ 5.313,10 
502412	Truck	Urgente	 R$ 6.224,40 
841459	Truck	Urgente	 R$ 7.579,00 
453125	Truck	Urgente	 R$ 6.992,70 
184656	Truck	Urgente	 R$ 7.430,80 
698327	Truck	Urgente	 R$ 8.026,20 
121349	Truck	Urgente	 R$ 6.315,40 
759299	Truck	Urgente	 R$ 5.262,40 
749082	Truck	Urgente	 R$ 7.738,90 
358129	Truck	Urgente	 R$ 6.347,64 
434129	Truck	Urgente	 R$ 4.171,70 
816950	Truck	Urgente	 R$ 7.204,60 
428080	Truck	Urgente	 R$ 5.853,12 
114200	Truck	Urgente	 R$ 7.508,80 
187898	Truck	Urgente	 R$ 5.235,10 
312906	Truck	Urgente	 R$ 4.608,50 
997520	Truck	Urgente	 R$ 8.169,72 
188741	Truck	Urgente	 R$ 7.322,64 
606698	Truck	Urgente	 R$ 7.225,40 
277444	Truck	Urgente	 R$ 8.311,68 
497594	Truck	Urgente	 R$ 9.283,56 
984536	Truck	Urgente	 R$ 8.409,96 
989237	Truck	Urgente	 R$ 8.445,84 
926892	Truck	Urgente	 R$ 9.258,60 
932524	Truck	Urgente	 R$ 4.889,30 
703800	Truck	Urgente	 R$ 3.950,70 
729776	Truck	Urgente	 R$ 6.522,36 
336669	Truck	Urgente	 R$ 7.233,72 
245821	Truck	Urgente	 R$ 5.428,80 
235942	Truck	Urgente	 R$ 7.749,30 
553374	Truck	Urgente	 R$ 5.544,50 
882672	Truck	Urgente	 R$ 4.174,30 
450709	Truck	Urgente	 R$ 3.900,00 
913462	Truck	Urgente	 R$ 4.701,84 
648451	Truck	Urgente	 R$ 4.893,20 
861054	Truck	Urgente	 R$ 8.775,00 
430339	Truck	Urgente	 R$ 8.428,68 
805367	Truck	Urgente	 R$ 6.019,00 
182004	Truck	Urgente	 R$ 5.545,80 
238640	Truck	Urgente	 R$ 5.976,36 
474492	Truck	Urgente	 R$ 4.889,04 
553843	Truck	Urgente	 R$ 5.842,20 
949076	Truck	Urgente	 R$ 9.230,52 
549452	Truck	Urgente	 R$ 5.289,96 
996427	Truck	Urgente	 R$ 6.728,80 
735899	Truck	Urgente	 R$ 8.073,00 
187904	Truck	Urgente	 R$ 8.581,56 
786776	Truck	Urgente	 R$ 6.604,00 
358565	Truck	Urgente	 R$ 6.364,80 
659136	Truck	Urgente	 R$ 4.856,28 
585348	Truck	Urgente	 R$ 7.717,32 
487139	Truck	Urgente	 R$ 4.101,50 
362682	Truck	Urgente	 R$ 6.133,40 
602570	Truck	Urgente	 R$ 5.623,80 
849046	Truck	Urgente	 R$ 6.133,92 
505558	Truck	Urgente	 R$ 4.351,10 
923744	Truck	Urgente	 R$ 8.634,60 
843302	Truck	Urgente	 R$ 4.040,40 
280559	Truck	Urgente	 R$ 5.458,70 
262618	Truck	Urgente	 R$ 4.599,40 
921074	Truck	Urgente	 R$ 4.300,40 
704861	Truck	Urgente	 R$ 6.828,90 
813674	Truck	Urgente	 R$ 5.228,60 
727758	Truck	Urgente	 R$ 7.337,20 
776503	Truck	Urgente	 R$ 5.453,50 
666508	Truck	Urgente	 R$ 9.310,08 
566031	Truck	Urgente	 R$ 4.787,90 
975240	Truck	Urgente	 R$ 6.375,72 
462698	Truck	Urgente	 R$ 5.416,32 
154728	Truck	Urgente	 R$ 7.164,30 
682759	Truck	Urgente	 R$ 8.807,76 
664699	Truck	Urgente	 R$ 6.350,76 
736947	Truck	Urgente	 R$ 7.637,50 
175650	Truck	Urgente	 R$ 5.987,80 
713214	Truck	Urgente	 R$ 4.804,80 
257765	Truck	Urgente	 R$ 7.277,40 
387352	Truck	Urgente	 R$ 4.531,80 
187604	Truck	Urgente	 R$ 6.483,36 
497839	Truck	Urgente	 R$ 5.980,00 
987396	Truck	Urgente	 R$ 5.850,00 
370474	Truck	Urgente	 R$ 6.788,60 
787060	Truck	Urgente	 R$ 5.313,10 
484363	Truck	Urgente	 R$ 6.753,24 
281071	Truck	Urgente	 R$ 7.088,90 
281531	Truck	Urgente	 R$ 6.492,72 
598880	Truck	Urgente	 R$ 5.917,60 
581276	Truck	Urgente	 R$ 7.148,70 
473737	Truck	Urgente	 R$ 7.895,16 
654602	Truck	Urgente	 R$ 5.909,28 
184185	Truck	Urgente	 R$ 5.086,90 
672347	Truck	Urgente	 R$ 7.438,60 
793636	Truck	Urgente	 R$ 6.623,76 
778917	Truck	Urgente	 R$ 7.235,28 
868035	Truck	Urgente	 R$ 7.018,70 
984556	Truck	Urgente	 R$ 5.700,50 
798688	Truck	Urgente	 R$ 6.249,10 
262611	Truck	Urgente	 R$ 6.540,30 
573675	Truck	Urgente	 R$ 5.261,88 
281436	Truck	Urgente	 R$ 5.454,80 
697222	Truck	Urgente	 R$ 8.639,28 
644632	Truck	Urgente	 R$ 4.959,50 
909792	Truck	Urgente	 R$ 5.505,50 
915224	Truck	Urgente	 R$ 3.953,30 
841868	Truck	Urgente	 R$ 4.851,60 
632034	Truck	Urgente	 R$ 6.056,70 
843266	Truck	Urgente	 R$ 6.847,10 
673174	Truck	Urgente	 R$ 7.177,56 
337287	Truck	Urgente	 R$ 6.832,80 
280358	Truck	Urgente	 R$ 4.834,70 
839566	Truck	Urgente	 R$ 5.692,70 
743198	Truck	Urgente	 R$ 6.584,50 
813301	Truck	Urgente	 R$ 5.388,50 
277957	Truck	Urgente	 R$ 7.937,28 
467467	Truck	Urgente	 R$ 4.543,50 
483071	Truck	Urgente	 R$ 5.330,00 
771096	Truck	Urgente	 R$ 8.639,28 
503210	Truck	Urgente	 R$ 8.274,24 
960624	Truck	Urgente	 R$ 7.736,04 
655592	Truck	Urgente	 R$ 5.862,48 
454760	Truck	Urgente	 R$ 9.068,28 
377342	Truck	Urgente	 R$ 3.940,30 
633078	Truck	Urgente	 R$ 7.664,28 
646874	Truck	Urgente	 R$ 7.484,10 
358182	Truck	Urgente	 R$ 4.938,70 
739609	Truck	Urgente	 R$ 7.425,60 
526183	Truck	Urgente	 R$ 7.338,50 
356984	Truck	Urgente	 R$ 4.218,50 
669116	Truck	Urgente	 R$ 8.360,04 
766459	Truck	Urgente	 R$ 5.154,50 
253442	Truck	Urgente	 R$ 5.417,10 
144217	Truck	Urgente	 R$ 4.577,30 
313134	Truck	Urgente	 R$ 4.902,30 
544559	Truck	Urgente	 R$ 7.082,40 
218165	Truck	Urgente	 R$ 4.118,40 
989762	Truck	Urgente	 R$ 8.219,64 
538550	Truck	Urgente	 R$ 5.786,04 
947150	Truck	Urgente	 R$ 9.065,16 
823644	Truck	Urgente	 R$ 6.120,40 
235209	Truck	Urgente	 R$ 8.834,28 
571949	Truck	Urgente	 R$ 4.828,20 
196966	Truck	Urgente	 R$ 3.967,60 
523185	Truck	Urgente	 R$ 7.672,08 
946724	Truck	Urgente	 R$ 7.481,50 
334294	Truck	Urgente	 R$ 7.486,44 
761427	Truck	Urgente	 R$ 5.658,12 
663246	Truck	Urgente	 R$ 7.667,40 
515176	Truck	Urgente	 R$ 7.195,50 
280018	VUC	Urgente	 R$ 1.258,40 
695427	VUC	Urgente	 R$ 1.135,68 
651031	VUC	Urgente	 R$ 1.006,20 
676175	VUC	Urgente	 R$ 872,30 
172600	VUC	Urgente	 R$ 695,50 
877410	VUC	Urgente	 R$ 1.354,08 
699166	VUC	Urgente	 R$ 1.461,72 
432357	VUC	Urgente	 R$ 885,30 
978446	VUC	Urgente	 R$ 1.467,96 
697918	VUC	Urgente	 R$ 1.051,70 
223913	VUC	Urgente	 R$ 1.137,24 
452884	VUC	Urgente	 R$ 965,90 
528967	VUC	Urgente	 R$ 1.224,60 
176969	VUC	Urgente	 R$ 1.253,20 
323017	VUC	Urgente	 R$ 1.444,56 
450025	VUC	Urgente	 R$ 782,60 
555384	VUC	Urgente	 R$ 722,80 
653053	VUC	Urgente	 R$ 1.222,00 
653958	VUC	Urgente	 R$ 1.055,60 
620311	VUC	Urgente	 R$ 845,52 
852806	VUC	Urgente	 R$ 964,60 
404447	VUC	Urgente	 R$ 1.179,36 
321447	VUC	Urgente	 R$ 1.164,80 
702678	VUC	Urgente	 R$ 1.026,48 
115519	VUC	Urgente	 R$ 790,40 
540566	VUC	Urgente	 R$ 1.072,50 
854925	VUC	Urgente	 R$ 903,50 
341166	VUC	Urgente	 R$ 1.162,20 
509601	VUC	Urgente	 R$ 1.095,90 
163732	VUC	Urgente	 R$ 760,50 
